,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,1_task,2_val_acc,2_best_epoch,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_L0,2_test_acc,2_test_loss,5_test_L0_t_103,5_test_acc_t_103,5_test_loss_t_103,5_test_L0_t_104,5_test_acc_t_104,5_test_loss_t_104,5_test_L0_t_105,5_test_acc_t_105,5_test_loss_t_105,5_test_L0_t_108,5_test_acc_t_108,5_test_loss_t_108,5_test_L0_t_109,5_test_acc_t_109,5_test_loss_t_109
74,5.0,0.0,104,zero,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,108,,,L0resnet50,64.0,0.01,-0.01,"['stage_3', 'stage_4']",0.0,0.24355468153953552,,,,,,,,,,,0.0,0.24355468153953552,,,,
75,5.0,0.0,104,random,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,108,,,L0resnet50,64.0,0.01,-0.01,"['stage_3', 'stage_4']",0.0,0.2529296875,,,,,,,,,,,0.0,0.2529296875,,,,
76,5.0,0.0,104,,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,108,,,L0resnet50,64.0,0.01,-0.01,"['stage_3', 'stage_4']",0.0,0.9990234375,0.7613458633422852,,,,,,,,,,0.0,0.9990234375,0.7613458633422852,,,
77,5.0,0.0,104,zero,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,109,,,L0resnet50,64.0,0.01,-0.01,"['stage_3', 'stage_4']",0.0,0.24355468153953552,,,,,,,,,,,,,,0.0,0.24355468153953552,
78,5.0,0.0,104,random,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,109,,,L0resnet50,64.0,0.01,-0.01,"['stage_3', 'stage_4']",0.0,0.2529296875,,,,,,,,,,,,,,0.0,0.2529296875,
79,5.0,0.0,104,,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,109,,,L0resnet50,64.0,0.01,-0.01,"['stage_3', 'stage_4']",0.0,0.4105468690395355,1.3870234489440918,,,,,,,,,,,,,0.0,0.4105468690395355,1.3870234489440918
80,6.0,1.0,104,,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,104,0.9980000257492065,90.0,L0resnet50,64.0,0.0001,-0.01,"['stage_3', 'stage_4']",,,,,,,,,,,,,,,,,,
81,6.0,0.0,104,zero,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,103,,,L0resnet50,64.0,0.0001,-0.01,"['stage_3', 'stage_4']",0.0,0.24355468153953552,,0.0,0.24355468153953552,,,,,,,,,,,,,
82,6.0,0.0,104,random,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,103,,,L0resnet50,64.0,0.0001,-0.01,"['stage_3', 'stage_4']",0.0,0.2529296875,,0.0,0.2529296875,,,,,,,,,,,,,
83,6.0,0.0,104,,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,103,,,L0resnet50,64.0,0.0001,-0.01,"['stage_3', 'stage_4']",0.0,0.7542968988418579,0.6337995529174805,0.0,0.7542968988418579,0.6337995529174805,,,,,,,,,,,,
84,6.0,0.0,104,zero,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,104,,,L0resnet50,64.0,0.0001,-0.01,"['stage_3', 'stage_4']",0.0,0.24355468153953552,,,,,0.0,0.24355468153953552,,,,,,,,,,
85,6.0,0.0,104,random,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,104,,,L0resnet50,64.0,0.0001,-0.01,"['stage_3', 'stage_4']",0.0,0.2529296875,,,,,0.0,0.2529296875,,,,,,,,,,
86,6.0,0.0,104,,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,104,,,L0resnet50,64.0,0.0001,-0.01,"['stage_3', 'stage_4']",0.0,1.0,0.2387293428182602,,,,0.0,1.0,0.2387293428182602,,,,,,,,,
87,6.0,0.0,104,zero,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,105,,,L0resnet50,64.0,0.0001,-0.01,"['stage_3', 'stage_4']",0.0,0.24355468153953552,,,,,,,,0.0,0.24355468153953552,,,,,,,
88,6.0,0.0,104,random,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,105,,,L0resnet50,64.0,0.0001,-0.01,"['stage_3', 'stage_4']",0.0,0.2529296875,,,,,,,,0.0,0.2529296875,,,,,,,
89,6.0,0.0,104,,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,105,,,L0resnet50,64.0,0.0001,-0.01,"['stage_3', 'stage_4']",0.0,0.3203125,1.625841498374939,,,,,,,0.0,0.3203125,1.625841498374939,,,,,,
90,6.0,0.0,104,zero,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,108,,,L0resnet50,64.0,0.0001,-0.01,"['stage_3', 'stage_4']",0.0,0.24355468153953552,,,,,,,,,,,0.0,0.24355468153953552,,,,
91,6.0,0.0,104,random,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,108,,,L0resnet50,64.0,0.0001,-0.01,"['stage_3', 'stage_4']",0.0,0.2529296875,,,,,,,,,,,0.0,0.2529296875,,,,
92,6.0,0.0,104,,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,108,,,L0resnet50,64.0,0.0001,-0.01,"['stage_3', 'stage_4']",0.0,0.99609375,0.2994166612625122,,,,,,,,,,0.0,0.99609375,0.2994166612625122,,,
93,6.0,0.0,104,zero,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,109,,,L0resnet50,64.0,0.0001,-0.01,"['stage_3', 'stage_4']",0.0,0.24355468153953552,,,,,,,,,,,,,,0.0,0.24355468153953552,
94,6.0,0.0,104,random,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,109,,,L0resnet50,64.0,0.0001,-0.01,"['stage_3', 'stage_4']",0.0,0.2529296875,,,,,,,,,,,,,,0.0,0.2529296875,
95,6.0,0.0,104,,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/model1_T104_-0.01_2stage,CNN,3.0,CVRTDataModule,109,,,L0resnet50,64.0,0.0001,-0.01,"['stage_3', 'stage_4']",0.0,0.3158203065395355,1.398985743522644,,,,,,,,,,,,,0.0,0.3158203065395355,1.398985743522644
